"V1","V2","V3","V4","V5","V6","V7","V8"
300,2639,9.98333333333333,2.05,52.5740716245058,51.4583416245058,19,116
301,2639,10.0166666666667,2.05,55.4804311710941,54.2579211710941,19,116
302,2639,10.05,2.05,56.8176581953524,55.4920781953524,19,116
303,2639,10.0833333333333,2.05,57.4646832234992,56.0402832235009,19,116
304,2639,10.1166666666667,2.05,57.8187531748082,56.3003531748082,19,116
305,2639,10.15,2.05,58.1559827473439,56.5489227473456,19,116
306,2639,10.1833333333333,2.05,59.0789546277181,57.389094627719,19,116
307,2639,10.2166666666667,2.05,60.5964396218319,58.8301396218326,19,116
308,2639,10.25,2.05,61.2845618876862,59.4486518876886,19,116
309,2639,10.2833333333333,2.05,59.674277424407,57.7760474244119,19,116
310,2639,10.3166666666667,2.05,56.5012695218527,54.5484195218579,19,116
311,2639,10.35,2.05,53.9127448699955,51.9133748699993,19,116
312,2639,10.3833333333333,2.05,52.5834109820813,50.5459609820841,19,116
313,2639,10.4166666666667,2.05,51.9779791483295,49.9112291483318,19,116
314,2639,10.45,2.05,51.7478679217288,49.6608479217308,19,116
315,2639,10.4833333333333,2.05,51.4688696154134,49.3708596154157,19,116
316,2639,10.5166666666667,2.05,49.8908203087965,47.7912803088008,19,116
317,2639,10.55,2.05,46.1472502058817,44.0557902058878,19,116
318,2639,10.5833333333333,2.05,41.6476707291578,39.5740107291578,19,116
319,2639,10.6166666666667,2.05,38.3048731061221,36.2587431061259,19,116
320,2639,10.65,2.05,36.1060119345911,34.0971719345911,19,116
321,2639,10.6833333333333,2.05,33.9833152530716,32.0214552530716,19,116
322,2639,10.7166666666667,2.05,99999,28.9798466585022,19,116
323,2639,10.75,2.05,99999,24.8699462232133,19,116
324,2639,10.7833333333333,2.05,99999,21.0266121027363,19,116
325,2639,10.8166666666667,2.05,99999,17.9612167121761,19,116
326,2639,10.85,2.05,99999,15.0457369571481,19,116
327,2639,10.8833333333333,2.05,99999,12.4082369904546,19,116
328,2639,10.9166666666667,2.05,99999,11.3532008914785,19,116
329,2639,10.95,2.05,99999,12.7219063532428,19,116
330,2639,10.9833333333333,2.05,99999,13.8387139020591,19,116
331,2639,11.0166666666667,2.05,99999,10.2618249856045,19,116
332,2639,11.05,2.05,99999,1.8802229875114,19,116
333,2639,11.0833333333333,2.05,99999,-6.9028893414279,19,116
334,2639,11.1166666666667,2.05,99999,-13.1738674122729,19,116
335,2639,11.15,2.05,99999,-17.3246710185056,19,116
300,2638,9.98333333333333,2.08333333333333,43.7685107490179,42.5915507490179,19,116
301,2638,10.0166666666667,2.08333333333333,46.1336703318213,44.8579203318213,19,116
302,2638,10.05,2.08333333333333,47.3479763739161,45.9774563739161,19,116
303,2638,10.0833333333333,2.08333333333333,47.8562795127212,46.3955595127229,19,116
304,2638,10.1166666666667,2.08333333333333,47.7716360508378,46.2258160508378,19,116
305,2638,10.15,2.08333333333333,47.375009076891,45.7496890768934,19,116
306,2638,10.1833333333333,2.08333333333333,47.2788170353542,45.5801170353559,19,116
307,2638,10.2166666666667,2.08333333333333,47.6342124976064,45.8687124976079,19,116
308,2638,10.25,2.08333333333333,47.6737249716182,45.8484749716205,19,116
309,2638,10.2833333333333,2.08333333333333,46.5938002737053,44.7162502737088,19,116
310,2638,10.3166666666667,2.08333333333333,44.894788291478,42.9728082914813,19,116
311,2638,10.35,2.08333333333333,43.8621050409652,41.9039050409674,19,116
312,2638,10.3833333333333,2.08333333333333,43.6917316967635,41.7058616967651,19,116
313,2638,10.4166666666667,2.08333333333333,43.8288557663745,41.824165766376,19,116
314,2638,10.45,2.08333333333333,43.9900264997816,41.9755864997831,19,116
315,2638,10.4833333333333,2.08333333333333,44.2967212628847,42.2818312628858,19,116
316,2638,10.5166666666667,2.08333333333333,44.437278101059,42.4313881010606,19,116
317,2638,10.55,2.08333333333333,43.8425848626496,41.8552548626519,19,116
318,2638,10.5833333333333,2.08333333333333,43.3579500911988,41.3988000911988,19,116
319,2638,10.6166666666667,2.08333333333333,44.4340635537913,42.5127235537905,19,116
320,2638,10.65,2.08333333333333,47.0325322206296,45.1586122206296,19,116
321,2638,10.6833333333333,2.08333333333333,50.0306678403637,48.2136678403637,19,116
322,2638,10.7166666666667,2.08333333333333,99999,50.0925301361069,19,116
323,2638,10.75,2.08333333333333,99999,48.6372156418867,19,116
324,2638,10.7833333333333,2.08333333333333,99999,42.7538679314159,19,116
325,2638,10.8166666666667,2.08333333333333,99999,33.3280086899216,19,116
326,2638,10.85,2.08333333333333,99999,22.1381021752432,19,116
327,2638,10.8833333333333,2.08333333333333,99999,10.6821739910656,19,116
328,2638,10.9166666666667,2.08333333333333,99999,0.53976951320093,19,116
329,2638,10.95,2.08333333333333,99999,-6.8508109296615,19,116
330,2638,10.9833333333333,2.08333333333333,99999,-11.6951442118582,19,116
331,2638,11.0166666666667,2.08333333333333,99999,-15.0711909838128,19,116
332,2638,11.05,2.08333333333333,99999,-17.1046487984752,19,116
333,2638,11.0833333333333,2.08333333333333,99999,-16.8671395284031,19,116
334,2638,11.1166666666667,2.08333333333333,99999,-14.0462238379483,19,116
335,2638,11.15,2.08333333333333,99999,-9.572610325025,19,116
300,2637,9.98333333333333,2.11666666666666,34.3143858520164,33.0783158520164,19,116
301,2637,10.0166666666667,2.11666666666666,36.1368575638754,34.8100375638754,19,116
302,2637,10.05,2.11666666666666,37.0162253560997,35.6030053560997,19,116
303,2637,10.0833333333333,2.11666666666666,37.1687476126427,35.6739876126445,19,116
304,2637,10.1166666666667,2.11666666666666,36.5576108980331,34.9866908980331,19,116
305,2637,10.15,2.11666666666666,35.4146635937919,33.7734535937948,19,116
306,2637,10.1833333333333,2.11666666666666,34.3398163210552,32.6346763210576,19,116
307,2637,10.2166666666667,2.11666666666666,33.6332468726006,31.8709868726028,19,116
308,2637,10.25,2.11666666666666,33.0652783097065,31.2531283097087,19,116
309,2637,10.2833333333333,2.11666666666666,32.4037188546672,30.5493288546695,19,116
310,2637,10.3166666666667,2.11666666666666,31.9437907823451,30.0551607823468,19,116
311,2637,10.35,2.11666666666666,32.2325014613678,30.3179714613686,19,116
312,2637,10.3833333333333,2.11666666666666,33.0816474963567,31.1498674963573,19,116
313,2637,10.4166666666667,2.11666666666666,33.9260117464799,31.9858917464806,19,116
314,2637,10.45,2.11666666666666,34.6007225240518,32.6613825240525,19,116
315,2637,10.4833333333333,2.11666666666666,35.6021218966151,33.6728518966151,19,116
316,2637,10.5166666666667,2.11666666666666,37.2828179819398,35.3730579819392,19,116
317,2637,10.55,2.11666666666666,39.4475783847058,37.5668083847047,19,116
318,2637,10.5833333333333,2.11666666666666,42.6495253336171,40.8073153336171,19,116
319,2637,10.6166666666667,2.11666666666666,47.9524175954531,46.158257595448,19,116
320,2637,10.65,2.11666666666666,55.2308415615168,53.4941915615168,19,116
321,2637,10.6833333333333,2.11666666666666,63.4639648272522,61.7941448272522,19,116
322,2637,10.7166666666667,2.11666666666666,99999,69.0489409562136,19,116
323,2637,10.75,2.11666666666666,99999,70.6519922261897,19,116
324,2637,10.7833333333333,2.11666666666666,99999,62.647638956656,19,116
325,2637,10.8166666666667,2.11666666666666,99999,46.4304561612756,19,116
326,2637,10.85,2.11666666666666,99999,26.6434970943455,19,116
327,2637,10.8833333333333,2.11666666666666,99999,6.32902310763343,19,116
328,2637,10.9166666666667,2.11666666666666,99999,-12.8084323224656,19,116
329,2637,10.95,2.11666666666666,99999,-28.8464074157533,19,116
330,2637,10.9833333333333,2.11666666666666,99999,-39.5656104109333,19,116
331,2637,11.0166666666667,2.11666666666666,99999,-42.5826615954313,19,116
332,2637,11.05,2.11666666666666,99999,-38.0408169427865,19,116
333,2637,11.0833333333333,2.11666666666666,99999,-28.6203764376536,19,116
334,2637,11.1166666666667,2.11666666666666,99999,-16.5431907356624,19,116
335,2637,11.15,2.11666666666666,99999,-3.20099412382172,19,116
300,2636,9.98333333333333,2.14999999999999,25.5398868165564,24.2470928092406,19,116
301,2636,10.0166666666667,2.14999999999999,26.7953595647236,25.4196995647236,19,116
302,2636,10.05,2.14999999999999,27.1708549204974,25.7171849204974,19,116
303,2636,10.0833333333333,2.14999999999999,26.8287558256512,25.3022458256533,19,116
304,2636,10.1166666666667,2.14999999999999,25.6358275223495,24.0421275223495,19,116
305,2636,10.15,2.14999999999999,23.7387425572873,22.0839925572907,19,116
306,2636,10.1833333333333,2.14999999999999,21.6789826428992,19.9697726429024,19,116
307,2636,10.2166666666667,2.14999999999999,19.8729603250097,18.1163103250126,19,116
308,2636,10.25,2.14999999999999,18.6272373109537,16.8305873109558,19,116
309,2636,10.2833333333333,2.14999999999999,18.2713611649294,16.4425011649305,19,116
310,2636,10.3166666666667,2.14999999999999,18.9175334658541,17.0646334658543,19,116
311,2636,10.35,2.14999999999999,20.3873158509691,18.5188358509687,19,116
312,2636,10.3833333333333,2.14999999999999,22.0851646462015,20.2098346462012,19,116
313,2636,10.4166666666667,2.14999999999999,23.4606114841721,21.5873914841722,19,116
314,2636,10.45,2.14999999999999,24.4727754437678,22.610835443768,19,116
315,2636,10.4833333333333,2.14999999999999,25.895342652739,24.0539726527382,19,116
316,2636,10.5166666666667,2.14999999999999,28.6293187665543,26.817918766552,19,116
317,2636,10.55,2.14999999999999,32.8737704821973,31.1017904821935,19,116
318,2636,10.5833333333333,2.14999999999999,38.9574464076601,37.2343264076601,19,116
319,2636,10.6166666666667,2.14999999999999,47.4598068698027,45.7949368697943,19,116
320,2636,10.65,2.14999999999999,58.1021743317772,56.5048543317772,19,116
321,2636,10.6833333333333,2.14999999999999,70.0325463815149,68.5119063815149,19,116
322,2636,10.7166666666667,2.14999999999999,99999,79.4624195718017,19,116
323,2636,10.75,2.14999999999999,99999,83.0040022908995,19,116
324,2636,10.7833333333333,2.14999999999999,99999,73.3588530956104,19,116
325,2636,10.8166666666667,2.14999999999999,99999,52.2084310405833,19,116
326,2636,10.85,2.14999999999999,99999,26.0956730268889,19,116
327,2636,10.8833333333333,2.14999999999999,99999,-0.783123300592441,19,116
328,2636,10.9166666666667,2.14999999999999,99999,-26.9435838378151,19,116
329,2636,10.95,2.14999999999999,99999,-50.3025234970045,19,116
330,2636,10.9833333333333,2.14999999999999,99999,-66.1378785384833,19,116
331,2636,11.0166666666667,2.14999999999999,99999,-68.714687658309,19,116
332,2636,11.05,2.14999999999999,99999,-58.1938966923688,19,116
333,2636,11.0833333333333,2.14999999999999,99999,-40.6298836459346,19,116
334,2636,11.1166666666667,2.14999999999999,99999,-20.7924505828714,19,116
335,2636,11.15,2.14999999999999,99999,-0.345941641599101,19,116
300,2635,9.98333333333333,2.18333333333334,17.5100103283747,16.1658212244558,19,116
301,2635,10.0166666666667,2.18333333333334,18.2489058172867,16.8268340994126,19,116
302,2635,10.05,2.18333333333334,18.0774426668101,16.5856426668101,19,116
303,2635,10.0833333333333,2.18333333333334,17.2448457083369,15.6889057083391,19,116
304,2635,10.1166666666667,2.18333333333334,15.5710377208308,13.9568977208308,19,116
305,2635,10.15,2.18333333333334,13.1067173871703,11.4407573871739,19,116
306,2635,10.1833333333333,2.18333333333334,10.3075460683968,8.5965860684005,19,116
307,2635,10.2166666666667,2.18333333333334,7.6508368967517,5.9021168967551,19,116
308,2635,10.25,2.18333333333334,5.8657136142188,4.0868536142208,19,116
309,2635,10.2833333333333,2.18333333333334,5.7019444655449,3.9009144655453,19,116
310,2635,10.3166666666667,2.18333333333334,7.1424638190425,5.3275538190415,19,116
311,2635,10.35,2.18333333333334,9.4632677178616,7.6430577178602,19,116
312,2635,10.3833333333333,2.18333333333334,11.7397816306115,9.9230816306105,19,116
313,2635,10.4166666666667,2.18333333333334,13.4447372924644,11.6405872924639,19,116
314,2635,10.45,2.18333333333334,14.6138218055109,12.8313918055107,19,116
315,2635,10.4833333333333,2.18333333333334,16.1943632290639,14.4429632290625,19,116
316,2635,10.5166666666667,2.18333333333334,19.480117930367,17.7691079303635,19,116
317,2635,10.55,2.18333333333334,24.9470627906573,23.2858127906517,19,116
318,2635,10.5833333333333,2.18333333333334,32.6708183439424,31.0686983439424,19,116
319,2635,10.6166666666667,2.18333333333334,42.7073389305421,41.1735989305321,19,116
320,2635,10.65,2.18333333333334,54.486797023621,53.030577023621,19,116
321,2635,10.6833333333333,2.18333333333334,66.948447411549,65.578677411549,19,116
322,2635,10.7166666666667,2.18333333333334,99999,76.3708945806879,19,116
323,2635,10.75,2.18333333333334,99999,79.4040557951672,19,116
324,2635,10.7833333333333,2.18333333333334,99999,69.2390236254792,19,116
325,2635,10.8166666666667,2.18333333333334,99999,47.3668174906697,19,116
326,2635,10.85,2.18333333333334,99999,19.8752498328935,19,116
327,2635,10.8833333333333,2.18333333333334,99999,-9.14389275931103,19,116
328,2635,10.9166666666667,2.18333333333334,99999,-38.0695554241514,19,116
329,2635,10.95,2.18333333333334,99999,-64.4308868830539,19,116
330,2635,10.9833333333333,2.18333333333334,99999,-82.2120727269531,19,116
331,2635,11.0166666666667,2.18333333333334,99999,-84.2371007431152,19,116
332,2635,11.05,2.18333333333334,99999,-70.6543528994998,19,116
333,2635,11.0833333333333,2.18333333333334,99999,-48.8825664676512,19,116
334,2635,11.1166666666667,2.18333333333334,99999,-24.9137223207321,19,116
335,2635,11.15,2.18333333333334,99999,-0.7680752878797,19,116
300,2634,9.98333333333333,2.21666666666667,9.187343528857,7.7955470423832,19,116
301,2634,10.0166666666667,2.21666666666667,9.594011723708,8.1299444554366,19,116
302,2634,10.05,2.21666666666667,9.1103828382953,7.5828977690436,19,116
303,2634,10.0833333333333,2.21666666666667,8.0242062045104,6.4411662045126,19,116
304,2634,10.1166666666667,2.21666666666667,6.1894980502888,4.5572180502888,19,116
305,2634,10.15,2.21666666666667,3.6100858989288,1.9352058989324,19,116
306,2634,10.1833333333333,2.21666666666667,0.6948524111022,-1.0155875888943,19,116
307,2634,10.2166666666667,2.21666666666667,-2.0609203950459,-3.7994603950427,19,116
308,2634,10.25,2.21666666666667,-3.8538247017133,-5.6126847017116,19,116
309,2634,10.2833333333333,2.21666666666667,-3.893711026271,-5.6647410262711,19,116
310,2634,10.3166666666667,2.21666666666667,-2.2408269689392,-4.0156069689406,19,116
311,2634,10.35,2.21666666666667,0.289774884513598,-1.4800751154883,19,116
312,2634,10.3833333333333,2.21666666666667,2.7430107946254,0.986990794623903,19,116
313,2634,10.4166666666667,2.21666666666667,4.627241458843,2.894131458842,19,116
314,2634,10.45,2.21666666666667,6.0136302176444,4.3126402176437,19,116
315,2634,10.4833333333333,2.21666666666667,7.8410595215131,6.1814695215112,19,116
316,2634,10.5166666666667,2.21666666666667,11.4092934415769,9.8004334415728,19,116
317,2634,10.55,2.21666666666667,17.2129961817862,15.6641861817801,19,116
318,2634,10.5833333333333,2.21666666666667,25.1532386297299,23.6737286297299,19,116
319,2634,10.6166666666667,2.21666666666667,34.9576901318572,33.5566201318474,19,116
320,2634,10.65,2.21666666666667,45.7942273946058,44.4805573946058,19,116
321,2634,10.6833333333333,2.21666666666667,56.2286271206599,55.0110971206599,19,116
322,2634,10.7166666666667,2.21666666666667,63.9105824220189,62.7976524220189,19,116
323,2634,10.75,2.21666666666667,99999,63.6774492096396,19,116
324,2634,10.7833333333333,2.21666666666667,99999,54.1684447423132,19,116
325,2634,10.8166666666667,2.21666666666667,99999,35.2247732135313,19,116
326,2634,10.85,2.21666666666667,99999,10.7889491471408,19,116
327,2634,10.8833333333333,2.21666666666667,99999,-15.9984191280462,19,116
328,2634,10.9166666666667,2.21666666666667,99999,-42.7971148484051,19,116
329,2634,10.95,2.21666666666667,99999,-66.5871723617941,19,116
330,2634,10.9833333333333,2.21666666666667,99999,-82.1007779947478,19,116
331,2634,11.0166666666667,2.21666666666667,99999,-83.3985205377906,19,116
332,2634,11.05,2.21666666666667,99999,-70.5751142507894,19,116
333,2634,11.0833333333333,2.21666666666667,99999,-49.7067270091485,19,116
334,2634,11.1166666666667,2.21666666666667,99999,-25.94748687016,19,116
335,2634,11.15,2.21666666666667,99999,-1.6850434445554,19,116
300,2633,9.98333333333333,2.25,-0.100601159744699,-1.5368015670911,19,116
301,2633,10.0166666666667,2.25,0.251696210054803,-1.2498446365253,19,116
302,2633,10.05,2.25,-0.139103133282102,-1.698036911699,19,116
303,2633,10.0833333333333,2.25,-1.057365646788,-2.6650654843871,19,116
304,2633,10.1166666666667,2.25,-2.6391274369375,-4.2872474369375,19,116
305,2633,10.15,2.25,-4.8359268196676,-6.5174668196647,19,116
306,2633,10.1833333333333,2.25,-7.2293353831749,-8.9370253831722,19,116
307,2633,10.2166666666667,2.25,-9.3489132664208,-11.0751032664185,19,116
308,2633,10.25,2.25,-10.6275843086933,-12.3643043086922,19,116
309,2633,10.2833333333333,2.25,-10.5524486452021,-12.2914186452024,19,116
310,2633,10.3166666666667,2.25,-9.1533796281721,-10.8860296281735,19,116
311,2633,10.35,2.25,-6.9554090212827,-8.6729690212846,19,116
312,2633,10.3833333333333,2.25,-4.6752690608379,-6.3687590608397,19,116
313,2633,10.4166666666667,2.25,-2.7467280938576,-4.407018093859,19,116
314,2633,10.45,2.25,-1.0825931199543,-2.7004531199557,19,116
315,2633,10.4833333333333,2.25,1.1039166674755,-0.462243332527098,19,116
316,2633,10.5166666666667,2.25,4.781015506937,3.2758455069327,19,116
317,2633,10.55,2.25,10.240959553233,8.806029553227,19,116
318,2633,10.5833333333333,2.25,17.3286083280549,15.9730683280549,19,116
319,2633,10.6166666666667,2.25,25.7223921091375,24.455232109129,19,116
320,2633,10.65,2.25,34.559460426313,33.389490426313,19,116
321,2633,10.6833333333333,2.25,42.3406847244459,41.2764447244459,19,116
322,2633,10.7166666666667,2.25,46.9556777917891,46.0053977917891,19,116
323,2633,10.75,2.25,99999,45.0409537363187,19,116
324,2633,10.7833333333333,2.25,99999,36.7920639715314,19,116
325,2633,10.8166666666667,2.25,99999,21.757776457187,19,116
326,2633,10.85,2.25,99999,1.9652772517282,19,116
327,2633,10.8833333333333,2.25,99999,-20.2162347907152,19,116
328,2633,10.9166666666667,2.25,99999,-42.0349896300965,19,116
329,2633,10.95,2.25,99999,-60.3432555662057,19,116
330,2633,10.9833333333333,2.25,99999,-71.4396867039346,19,116
331,2633,11.0166666666667,2.25,99999,-71.8229275351551,19,116
332,2633,11.05,2.25,99999,-61.5402529739828,19,116
333,2633,11.0833333333333,2.25,99999,-44.1159841134005,19,116
334,2633,11.1166666666667,2.25,99999,-23.1028022901763,19,116
335,2633,11.15,2.25,99999,-1.0267114790759,19,116
300,2632,9.98333333333333,2.28333333333333,-9.6640711178736,-11.1373454511969,19,116
301,2632,10.0166666666667,2.28333333333333,-9.1268781879599,-10.6615004181282,19,116
302,2632,10.05,2.28333333333333,-9.123346873339,-10.7091787927997,19,116
303,2632,10.0833333333333,2.28333333333333,-9.5715266089856,-11.1997600459229,19,116
304,2632,10.1166666666667,2.28333333333333,-10.5902534592247,-12.2518161578351,19,116
305,2632,10.15,2.28333333333333,-12.1063722513488,-13.7923422513469,19,116
306,2632,10.1833333333333,2.28333333333333,-13.7074731862013,-15.4102631861996,19,116
307,2632,10.2166666666667,2.28333333333333,-14.9696350313592,-16.681385031358,19,116
308,2632,10.25,2.28333333333333,-15.6073160035072,-17.3198960035068,19,116
309,2632,10.2833333333333,2.28333333333333,-15.4285713177124,-17.1335213177128,19,116
310,2632,10.3166666666667,2.28333333333333,-14.3983173316411,-16.0869773316423,19,116
311,2632,10.35,2.28333333333333,-12.6941025923656,-14.3575925923674,19,116
312,2632,10.3833333333333,2.28333333333333,-10.7687167504688,-12.3979867504706,19,116
313,2632,10.4166666666667,2.28333333333333,-8.9867774160424,-10.572657416044,19,116
314,2632,10.45,2.28333333333333,-7.2517257610319,-8.7849657610338,19,116
315,2632,10.4833333333333,2.28333333333333,-4.9420966213639,-6.4134466213668,19,116
316,2632,10.5166666666667,2.28333333333333,-1.4645739089817,-2.8647739089859,19,116
317,2632,10.55,2.28333333333333,3.2319669776675,1.9120869776622,19,116
318,2632,10.5833333333333,2.28333333333333,9.0123826761523,7.7818626761523,19,116
319,2632,10.6166666666667,2.28333333333333,15.6127308209024,14.4804308208953,19,116
320,2632,10.65,2.28333333333333,22.2250259872715,21.1995859872715,19,116
321,2632,10.6833333333333,2.28333333333333,27.5915641642121,26.6813241642121,19,116
322,2632,10.7166666666667,2.28333333333333,30.1344261133271,29.3473861133271,19,116
323,2632,10.75,2.28333333333333,99999,27.6158576942477,19,116
324,2632,10.7833333333333,2.28333333333333,99999,20.7641646973588,19,116
325,2632,10.8166666666667,2.28333333333333,99999,9.1534911791805,19,116
326,2632,10.85,2.28333333333333,99999,-6.0056358949178,19,116
327,2632,10.8833333333333,2.28333333333333,99999,-22.9103360148572,19,116
328,2632,10.9166666666667,2.28333333333333,99999,-39.1847268284075,19,116
329,2632,10.95,2.28333333333333,99999,-52.1338744912805,19,116
330,2632,10.9833333333333,2.28333333333333,99999,-59.235856814218,19,116
331,2632,11.0166666666667,2.28333333333333,99999,-58.6485368150776,19,116
332,2632,11.05,2.28333333333333,99999,-50.3997374916759,19,116
333,2632,11.0833333333333,2.28333333333333,99999,-36.2780838708777,19,116
334,2632,11.1166666666667,2.28333333333333,99999,-18.6225290353199,19,116
335,2632,11.15,2.28333333333333,99999,0.306379312628806,19,116
300,2631,9.98333333333333,2.31666666666666,-18.502761982143,-19.999547856265,19,116
301,2631,10.0166666666667,2.31666666666666,-17.7070546418634,-19.2656373976276,19,116
302,2631,10.05,2.31666666666666,-17.1896977042995,-18.797693610268,19,116
303,2631,10.0833333333333,2.31666666666666,-17.0416924871482,-18.6858542633012,19,116
304,2631,10.1166666666667,2.31666666666666,-17.3704125013324,-19.0414086012151,19,116
305,2631,10.15,2.31666666666666,-18.1090611540467,-19.7971640640071,19,116
306,2631,10.1833333333333,2.31666666666666,-18.9308051163723,-20.6265851163716,19,116
307,2631,10.2166666666667,2.31666666666666,-19.4892033168303,-21.18450331683,19,116
308,2631,10.25,2.31666666666666,-19.6473637890629,-21.3338737890629,19,116
309,2631,10.2833333333333,2.31666666666666,-19.3826479652183,-21.0517879652189,19,116
310,2631,10.3166666666667,2.31666666666666,-18.6322650543346,-20.2752250543357,19,116
311,2631,10.35,2.31666666666666,-17.3947258620891,-19.0025358620907,19,116
312,2631,10.3833333333333,2.31666666666666,-15.948686678744,-17.5122366787457,19,116
313,2631,10.4166666666667,2.31666666666666,-14.5513714589745,-16.0614514589762,19,116
314,2631,10.45,2.31666666666666,-13.0976815147284,-14.5450315147304,19,116
315,2631,10.4833333333333,2.31666666666666,-11.1065616538254,-12.4819316538283,19,116
316,2631,10.5166666666667,2.31666666666666,-8.2017573398631,-9.495957339867,19,116
317,2631,10.55,2.31666666666666,-4.4547069486235,-5.6586369486281,19,116
318,2631,10.5833333333333,2.31666666666666,-0.0150121663019007,-1.1197421663019,19,116
319,2631,10.6166666666667,2.31666666666666,4.8652935625645,3.8685035625589,19,116
320,2631,10.65,2.31666666666666,9.4612945990581,8.5809045990581,19,116
321,2631,10.6833333333333,2.31666666666666,12.8082417163177,12.0523917163177,19,116
322,2631,10.7166666666667,2.31666666666666,13.8947060069863,13.2711660069863,19,116
323,2631,10.75,2.31666666666666,99999,11.3411713586104,19,116
324,2631,10.7833333333333,2.31666666666666,99999,5.9239206527217,19,116
325,2631,10.8166666666667,2.31666666666666,99999,-2.6733410543155,19,116
326,2631,10.85,2.31666666666666,99999,-13.6099585893845,19,116
327,2631,10.8833333333333,2.31666666666666,99999,-25.6052422017615,19,116
328,2631,10.9166666666667,2.31666666666666,99999,-36.8878518851419,19,116
329,2631,10.95,2.31666666666666,99999,-45.4495507792979,19,116
330,2631,10.9833333333333,2.31666666666666,99999,-49.5676527687723,19,116
331,2631,11.0166666666667,2.31666666666666,99999,-48.121982762228,19,116
332,2631,11.05,2.31666666666666,99999,-41.1069942887641,19,116
333,2631,11.0833333333333,2.31666666666666,99999,-29.5792116728134,19,116
334,2631,11.1166666666667,2.31666666666666,99999,-15.092439881365,19,116
335,2631,11.15,2.31666666666666,99999,0.659363681665994,19,116
300,2630,9.98333333333333,2.34999999999999,-26.804087733515,-28.3150472686434,19,116
301,2630,10.0166666666667,2.34999999999999,-25.6565726233166,-27.2272401462581,19,116
302,2630,10.05,2.34999999999999,-24.5522742550198,-26.1708023434002,19,116
303,2630,10.0833333333333,2.34999999999999,-23.6999416607995,-25.3533806109107,19,116
304,2630,10.1166666666667,2.34999999999999,-23.2704901192342,-24.9459204889097,19,116
305,2630,10.15,2.34999999999999,-23.2190010186364,-24.9050790829924,19,116
306,2630,10.1833333333333,2.34999999999999,-23.3020569419942,-24.9886718514376,19,116
307,2630,10.2166666666667,2.34999999999999,-23.284870868757,-24.9618208687574,19,116
308,2630,10.25,2.34999999999999,-23.0880575439664,-24.746697543967,19,116
309,2630,10.2833333333333,2.34999999999999,-22.7269379465248,-24.3585579465256,19,116
310,2630,10.3166666666667,2.34999999999999,-22.1621277079806,-23.7578177079817,19,116
311,2630,10.35,2.34999999999999,-21.3566396333841,-22.9073196333855,19,116
312,2630,10.3833333333333,2.34999999999999,-20.4641502887753,-21.9606702887768,19,116
313,2630,10.4166666666667,2.34999999999999,-19.6235845321341,-21.0566745321356,19,116
314,2630,10.45,2.34999999999999,-18.7139042475132,-20.074314247515,19,116
315,2630,10.4833333333333,2.34999999999999,-17.349292185159,-18.6277921851615,19,116
316,2630,10.5166666666667,2.34999999999999,-15.2331005373829,-16.4205405373863,19,116
317,2630,10.55,2.34999999999999,-12.4329678444601,-13.5203278444641,19,116
318,2630,10.5833333333333,2.34999999999999,-9.1476409481486,-10.1260809481486,19,116
319,2630,10.6166666666667,2.34999999999999,-5.6987503718047,-6.5596903718092,19,116
320,2630,10.65,2.34999999999999,-2.6983326316616,-3.4334826316616,19,116
321,2630,10.6833333333333,2.34999999999999,-0.828717109369599,-1.4301271093696,19,116
322,2630,10.7166666666667,2.34999999999999,-0.669846384014704,-1.1299763840147,19,116
