"V1","V2","V3","V4","V5","V6","V7","V8"
323,2630,10.75,2.34999999999999,99999,-2.9372986944686,19,116
324,2630,10.7833333333333,2.34999999999999,99999,-6.9211179242973,19,116
325,2630,10.8166666666667,2.34999999999999,99999,-12.8527906231817,19,116
326,2630,10.85,2.34999999999999,99999,-20.2213896522981,19,116
327,2630,10.8833333333333,2.34999999999999,99999,-28.1285880241366,19,116
328,2630,10.9166666666667,2.34999999999999,99999,-35.3028312300338,19,116
329,2630,10.95,2.34999999999999,99999,-40.3633806955392,19,116
330,2630,10.9833333333333,2.34999999999999,99999,-42.1476345084734,19,116
331,2630,11.0166666666667,2.34999999999999,99999,-39.9480211342407,19,116
332,2630,11.05,2.34999999999999,99999,-33.7409382091821,19,116
333,2630,11.0833333333333,2.34999999999999,99999,-24.1627040480272,19,116
334,2630,11.1166666666667,2.34999999999999,99999,-12.2519979547061,19,116
335,2630,11.15,2.34999999999999,99999,0.823186850136196,19,116
300,2629,9.98333333333333,2.38333333333333,-35.0736960345743,-36.5944875533386,19,116
301,2629,10.0166666666667,2.38333333333333,-33.380074586036,-34.9555478428101,19,116
302,2629,10.05,2.38333333333333,-31.5483486517531,-33.1704903561955,19,116
303,2629,10.0833333333333,2.38333333333333,-29.9098876507482,-31.5656368446302,19,116
304,2629,10.1166666666667,2.38333333333333,-28.6626580978048,-30.3364334881498,19,116
305,2629,10.15,2.38333333333333,-27.8138054043636,-29.4925972521137,19,116
306,2629,10.1833333333333,2.38333333333333,-27.1956295391916,-28.8688263416739,19,116
307,2629,10.2166666666667,2.38333333333333,-26.6507438935677,-28.3073198143069,19,116
308,2629,10.25,2.38333333333333,-26.1278558305025,-27.7569358305036,19,116
309,2629,10.2833333333333,2.38333333333333,-25.6206550023354,-27.2132050023365,19,116
310,2629,10.3166666666667,2.38333333333333,-25.1207959194573,-26.6677859194585,19,116
311,2629,10.35,2.38333333333333,-24.6392817554367,-26.131571755438,19,116
312,2629,10.3833333333333,2.38333333333333,-24.2612122857544,-25.6895522857556,19,116
313,2629,10.4166666666667,2.38333333333333,-24.0205934090525,-25.3757234090537,19,116
314,2629,10.45,2.38333333333333,-23.7677160109186,-25.0403660109201,19,116
315,2629,10.4833333333333,2.38333333333333,-23.1560862452711,-24.3370462452732,19,116
316,2629,10.5166666666667,2.38333333333333,-21.8599923457767,-22.9401523457796,19,116
317,2629,10.55,2.38333333333333,-19.8457259584653,-20.816155958469,19,116
318,2629,10.5833333333333,2.38333333333333,-17.3820884732466,-18.2340584732466,19,116
319,2629,10.6166666666667,2.38333333333333,-14.9499542025376,-15.6750242025414,19,116
320,2629,10.65,2.38333333333333,-13.0979255170863,-13.6879655170863,19,116
321,2629,10.6833333333333,2.38333333333333,-12.235980283195,-12.683240283195,19,116
322,2629,10.7166666666667,2.38333333333333,-12.5524767822703,-12.8496467822703,19,116
323,2629,10.75,2.38333333333333,99999,-14.2217510857301,19,116
324,2629,10.7833333333333,2.38333333333333,99999,-16.7552140090861,19,116
325,2629,10.8166666666667,2.38333333333333,99999,-20.3421978934054,19,116
326,2629,10.85,2.38333333333333,99999,-24.7071284371343,19,116
327,2629,10.8833333333333,2.38333333333333,99999,-29.2668386015556,19,116
328,2629,10.9166666666667,2.38333333333333,99999,-33.177888055155,19,116
329,2629,10.95,2.38333333333333,99999,-35.5270991292134,19,116
330,2629,10.9833333333333,2.38333333333333,99999,-35.4871488479865,19,116
331,2629,11.0166666666667,2.38333333333333,99999,-32.5488271023461,19,116
332,2629,11.05,2.38333333333333,99999,-26.7118581796847,19,116
333,2629,11.0833333333333,2.38333333333333,99999,-18.418634501616,19,116
334,2629,11.1166666666667,2.38333333333333,99999,-8.3672652290342,19,116
335,2629,11.15,2.38333333333333,99999,2.6540409523317,19,116
300,2628,9.98333333333333,2.41666666666667,-43.0518195255354,-44.5724170498672,19,116
301,2628,10.0166666666667,2.41666666666667,-40.6150395554987,-42.1928763533677,19,116
302,2628,10.05,2.41666666666667,-37.965256309559,-39.588308999991,19,116
303,2628,10.0833333333333,2.41666666666667,-35.5240626088727,-37.1721869983094,19,116
304,2628,10.1166666666667,2.41666666666667,-33.4796634712778,-35.1410287205658,19,116
305,2628,10.15,2.41666666666667,-31.8553371845079,-33.5194336898986,19,116
306,2628,10.1833333333333,2.41666666666667,-30.5825293030281,-32.2361721112301,19,116
307,2628,10.2166666666667,2.41666666666667,-29.5546449282676,-31.1861482618877,19,116
308,2628,10.25,2.41666666666667,-28.7094278425003,-30.3070721987706,19,116
309,2628,10.2833333333333,2.41666666666667,-28.0095393202809,-29.5616093202824,19,116
310,2628,10.3166666666667,2.41666666666667,-27.4706454691685,-28.96768546917,19,116
311,2628,10.35,2.41666666666667,-27.1786775155355,-28.6114675155368,19,116
312,2628,10.3833333333333,2.41666666666667,-27.201393216783,-28.5606532167841,19,116
313,2628,10.4166666666667,2.41666666666667,-27.5049462956619,-28.7813462956628,19,116
314,2628,10.45,2.41666666666667,-27.9410861283895,-29.1253661283905,19,116
315,2628,10.4833333333333,2.41666666666667,-28.1912621255817,-29.2742521255832,19,116
316,2628,10.5166666666667,2.41666666666667,-27.7293890476124,-28.702029047615,19,116
317,2628,10.55,2.41666666666667,-26.256073871991,-27.1095038719947,19,116
318,2628,10.5833333333333,2.41666666666667,-24.2029228939217,-24.9285328939217,19,116
319,2628,10.6166666666667,2.41666666666667,-22.4002586275795,-22.9897386275829,19,116
320,2628,10.65,2.41666666666667,-21.3792203371685,-21.8246003371685,19,116
321,2628,10.6833333333333,2.41666666666667,-21.2626111054546,-21.5563511054546,19,116
322,2628,10.7166666666667,2.41666666666667,-21.8628021569095,-21.9978121569095,19,116
323,2628,10.75,2.41666666666667,99999,-22.8039804468881,19,116
324,2628,10.7833333333333,2.41666666666667,99999,-23.8716695265902,19,116
325,2628,10.8166666666667,2.41666666666667,99999,-25.3308890447245,19,116
326,2628,10.85,2.41666666666667,99999,-27.1556453759631,19,116
327,2628,10.8833333333333,2.41666666666667,99999,-28.9942373816618,19,116
328,2628,10.9166666666667,2.41666666666667,99999,-30.3205263607974,19,116
329,2628,10.95,2.41666666666667,99999,-30.5658505606434,19,116
330,2628,10.9833333333333,2.41666666666667,99999,-29.0994976139112,19,116
331,2628,11.0166666666667,2.41666666666667,99999,-25.4637831160921,19,116
332,2628,11.05,2.41666666666667,99999,-19.6751944549273,19,116
333,2628,11.0833333333333,2.41666666666667,99999,-12.1584522472865,19,116
334,2628,11.1166666666667,2.41666666666667,99999,-3.4284114353874,19,116
335,2628,11.15,2.41666666666667,99999,6.04130036862699,19,116
300,2627,9.98333333333333,2.45,-49.6106701482967,-51.1027548673843,19,116
301,2627,10.0166666666667,2.45,-46.3101354782725,-47.867257905,19,116
302,2627,10.05,2.45,-42.8926821142621,-44.4998831015315,19,116
303,2627,10.0833333333333,2.45,-39.7597002385493,-41.3828443751422,19,116
304,2627,10.1166666666667,2.45,-37.0550419906054,-38.6879198786392,19,116
305,2627,10.15,2.45,-34.8063036753007,-36.4399909054506,19,116
306,2627,10.1833333333333,2.45,-32.9993236694318,-34.6224188342898,19,116
307,2627,10.2166666666667,2.45,-31.5867758186261,-33.1849773020915,19,116
308,2627,10.25,2.45,-30.4871815782401,-32.0481965081184,19,116
309,2627,10.2833333333333,2.45,-29.6362785127238,-31.1465336171059,19,116
310,2627,10.3166666666667,2.45,-29.0791114315181,-30.5251114315198,19,116
311,2627,10.35,2.45,-28.9237476347838,-30.2961276347852,19,116
312,2627,10.3833333333333,2.45,-29.2401245373468,-30.5295445373478,19,116
313,2627,10.4166666666667,2.45,-30.0109442025843,-31.208074202585,19,116
314,2627,10.45,2.45,-31.1375481230832,-32.2331081230839,19,116
315,2627,10.4833333333333,2.45,-32.2994752964219,-33.2843152964229,19,116
316,2627,10.5166666666667,2.45,-32.6657496469332,-33.5308696469355,19,116
317,2627,10.55,2.45,-31.6046748708694,-32.3413048708732,19,116
318,2627,10.5833333333333,2.45,-29.7448734495738,-30.3445134495738,19,116
319,2627,10.6166666666667,2.45,-28.3822333289228,-28.8366933289259,19,116
320,2627,10.65,2.45,-28.1264317497629,-28.4279317497629,19,116
321,2627,10.6833333333333,2.45,-28.864745362411,-29.005925362411,19,116
322,2627,10.7166666666667,2.45,-29.9795847692826,-29.9535747692826,19,116
323,2627,10.75,2.45,99999,-30.3439186683402,19,116
324,2627,10.7833333333333,2.45,99999,-29.9810948186748,19,116
325,2627,10.8166666666667,2.45,99999,-29.4740735870042,19,116
326,2627,10.85,2.45,99999,-29.2088208282169,19,116
327,2627,10.8833333333333,2.45,99999,-28.9820252106765,19,116
328,2627,10.9166666666667,2.45,99999,-28.42360330294,19,116
329,2627,10.95,2.45,99999,-27.1614013920454,19,116
330,2627,10.9833333333333,2.45,99999,-24.6498085252049,19,116
331,2627,11.0166666666667,2.45,99999,-20.4599203920539,19,116
332,2627,11.05,2.45,99999,-14.6535672241304,19,116
333,2627,11.0833333333333,2.45,99999,-7.6931997175508,19,116
334,2627,11.1166666666667,2.45,99999,-0.0155741346350027,19,116
335,2627,11.15,2.45,99999,8.155306176878,19,116
300,2626,9.98333333333333,2.48333333333333,-53.9022041153976,-55.3603364148197,19,116
301,2626,10.0166666666667,2.48333333333333,-49.9164992883049,-51.4451796188803,19,116
302,2626,10.05,2.48333333333333,-45.991302555593,-47.5526295379479,19,116
303,2626,10.0833333333333,2.48333333333333,-42.4058888899204,-43.9768689488789,19,116
304,2626,10.1166666666667,2.48333333333333,-39.2491696088258,-40.8258877168199,19,116
305,2626,10.15,2.48333333333333,-36.5671727919712,-38.1452465504586,19,116
306,2626,10.1833333333333,2.48333333333333,-34.3783167451882,-35.9509642833239,19,116
307,2626,10.2166666666667,2.48333333333333,-32.663925986632,-34.2223742432381,19,116
308,2626,10.25,2.48333333333333,-31.3566935596611,-32.881487812225,19,116
309,2626,10.2833333333333,2.48333333333333,-30.3633406567125,-31.8301554224222,19,116
310,2626,10.3166666666667,2.48333333333333,-29.7466592680193,-31.1408257755495,19,116
311,2626,10.35,2.48333333333333,-29.6561654025596,-30.9673954025612,19,116
312,2626,10.3833333333333,2.48333333333333,-30.1336855458196,-31.3527355458208,19,116
313,2626,10.4166666666667,2.48333333333333,-31.152418801735,-32.2699288017358,19,116
314,2626,10.45,2.48333333333333,-32.6486530161098,-33.6553630161103,19,116
315,2626,10.4833333333333,2.48333333333333,-34.3156282797061,-35.2023982797068,19,116
316,2626,10.5166666666667,2.48333333333333,-35.1964279320925,-35.9543279320947,19,116
317,2626,10.55,2.48333333333333,-34.4983416891754,-35.1186716891793,19,116
318,2626,10.5833333333333,2.48333333333333,-32.9376561738729,-33.4120161738729,19,116
319,2626,10.6166666666667,2.48333333333333,-32.068805871524,-32.3891558715268,19,116
320,2626,10.65,2.48333333333333,-32.607151993235,-32.765861993235,19,116
321,2626,10.6833333333333,2.48333333333333,-34.3615013412778,-34.3514113412778,19,116
322,2626,10.7166666666667,2.48333333333333,-36.2465813396935,-36.0610413396935,19,116
323,2626,10.75,2.48333333333333,99999,-36.226649807439,19,116
324,2626,10.7833333333333,2.48333333333333,99999,-34.5517660389702,19,116
325,2626,10.8166666666667,2.48333333333333,99999,-32.3106014940801,19,116
326,2626,10.85,2.48333333333333,99999,-30.4560456610932,19,116
327,2626,10.8833333333333,2.48333333333333,99999,-28.8756321112661,19,116
328,2626,10.9166666666667,2.48333333333333,99999,-27.184147640848,19,116
329,2626,10.95,2.48333333333333,99999,-24.999441025437,19,116
330,2626,10.9833333333333,2.48333333333333,99999,-21.7571289302039,19,116
331,2626,11.0166666666667,2.48333333333333,99999,-17.1382695087441,19,116
332,2626,11.05,2.48333333333333,99999,-11.3191043317878,19,116
333,2626,11.0833333333333,2.48333333333333,99999,-4.804485698503,19,116
334,2626,11.1166666666667,2.48333333333333,99999,1.9949799275,19,116
335,2626,11.15,2.48333333333333,99999,9.01596345564199,19,116
300,2625,9.98333333333333,2.51666666666667,-55.56564189456,-56.9997137858436,19,116
301,2625,10.0166666666667,2.51666666666667,-51.5426657466023,-53.0111650564228,19,116
302,2625,10.05,2.51666666666667,-47.5403464960403,-49.0071200862035,19,116
303,2625,10.0833333333333,2.51666666666667,-43.8060745580007,-45.2717835032496,19,116
304,2625,10.1166666666667,2.51666666666667,-40.3972320275648,-41.8818913126663,19,116
305,2625,10.15,2.51666666666667,-37.368282961977,-38.9069189483222,19,116
306,2625,10.1833333333333,2.51666666666667,-34.8653102403625,-36.4305027073949,19,116
307,2625,10.2166666666667,2.51666666666667,-32.9239922022186,-34.4642710346994,19,116
308,2625,10.25,2.51666666666667,-31.4103681767469,-32.903273633226,19,116
309,2625,10.2833333333333,2.51666666666667,-30.1911883236564,-31.6163040845208,19,116
310,2625,10.3166666666667,2.51666666666667,-29.3655877364814,-30.7090102890886,19,116
311,2625,10.35,2.51666666666667,-29.1705593495186,-30.4201585041167,19,116
312,2625,10.3833333333333,2.51666666666667,-29.5937077588152,-30.7420477588168,19,116
313,2625,10.4166666666667,2.51666666666667,-30.4883482278185,-31.5261282278197,19,116
314,2625,10.45,2.51666666666667,-31.7476361563749,-32.665596156376,19,116
315,2625,10.4833333333333,2.51666666666667,-33.1753493971072,-33.9643793971084,19,116
316,2625,10.5166666666667,2.51666666666667,-34.0276841825957,-34.6788941825981,19,116
317,2625,10.55,2.51666666666667,-33.5806358273113,-34.0854258273151,19,116
318,2625,10.5833333333333,2.51666666666667,-32.4680635331836,-32.8181235331836,19,116
319,2625,10.6166666666667,2.51666666666667,-32.1331689498956,-32.3206089498982,19,116
320,2625,10.65,2.51666666666667,-33.2345664959965,-33.2519064959965,19,116
321,2625,10.6833333333333,2.51666666666667,-35.5834538156879,-35.4237238156879,19,116
322,2625,10.7166666666667,2.51666666666667,-37.8501961393993,-37.5069661393993,19,116
323,2625,10.75,2.51666666666667,99999,-37.4326329354598,19,116
324,2625,10.7833333333333,2.51666666666667,99999,-34.909286669121,19,116
325,2625,10.8166666666667,2.51666666666667,99999,-31.6354144950312,19,116
326,2625,10.85,2.51666666666667,99999,-28.9297206057385,19,116
327,2625,10.8833333333333,2.51666666666667,99999,-26.7335700040973,19,116
328,2625,10.9166666666667,2.51666666666667,99999,-24.5653973333445,19,116
329,2625,10.95,2.51666666666667,99999,-21.9165514349952,19,116
330,2625,10.9833333333333,2.51666666666667,99999,-18.1822744361561,19,116
331,2625,11.0166666666667,2.51666666666667,99999,-13.2184616746962,19,116
332,2625,11.05,2.51666666666667,99999,-7.381199376572,19,116
333,2625,11.0833333333333,2.51666666666667,99999,-1.24259128345899,19,116
334,2625,11.1166666666667,2.51666666666667,99999,4.79352638653799,19,116
335,2625,11.15,2.51666666666667,99999,10.796392601886,19,116
300,2624,9.98333333333333,2.55,-54.9593033820246,-56.3818575960356,19,116
301,2624,10.0166666666667,2.55,-51.476657439511,-52.8657816988427,19,116
302,2624,10.05,2.55,-47.7707868632827,-49.1046847021444,19,116
303,2624,10.0833333333333,2.55,-44.1376635493977,-45.4571912558367,19,116
304,2624,10.1166666666667,2.55,-40.5592733293067,-42.0021505586448,19,116
305,2624,10.15,2.55,-37.2043716073233,-38.8296223213816,19,116
306,2624,10.1833333333333,2.55,-34.5009805091572,-36.1258666412374,19,116
307,2624,10.2166666666667,2.55,-32.4127749938403,-33.9462480289351,19,116
308,2624,10.25,2.55,-30.6629247001707,-32.1395744555119,19,116
309,2624,10.2833333333333,2.55,-29.1400544464392,-30.5285640339372,19,116
310,2624,10.3166666666667,2.55,-27.96879911725,-29.2615210779995,19,116
311,2624,10.35,2.55,-27.4687692049918,-28.6574649372295,19,116
312,2624,10.3833333333333,2.55,-27.5820614962502,-28.6596606779151,19,116
313,2624,10.4166666666667,2.55,-28.0253936273629,-28.9835436273649,19,116
314,2624,10.45,2.55,-28.6210334588071,-29.4505734588092,19,116
315,2624,10.4833333333333,2.55,-29.320303855351,-30.0121638553531,19,116
316,2624,10.5166666666667,2.55,-29.7277609509464,-30.2731009509492,19,116
317,2624,10.55,2.55,-29.2834887336513,-29.6737787336552,19,116
318,2624,10.5833333333333,2.55,-28.433211066303,-28.660261066303,19,116
319,2624,10.6166666666667,2.55,-28.3003033622959,-28.3563333622988,19,116
320,2624,10.65,2.55,-29.3216121662501,-29.1993221662501,19,116
321,2624,10.6833333333333,2.55,-31.265560394622,-30.958160394622,19,116
322,2624,10.7166666666667,2.55,-32.9636123266903,-32.4648823266903,19,116
323,2624,10.75,2.55,99999,-31.9461084608552,19,116
324,2624,10.7833333333333,2.55,99999,-29.2927230711266,19,116
325,2624,10.8166666666667,2.55,99999,-26.0797866138487,19,116
326,2624,10.85,2.55,99999,-23.4183106907427,19,116
327,2624,10.8833333333333,2.55,99999,-21.2199957191661,19,116
328,2624,10.9166666666667,2.55,99999,-19.0121562591917,19,116
329,2624,10.95,2.55,99999,-16.2559316864806,19,116
330,2624,10.9833333333333,2.55,99999,-12.3624259048742,19,116
331,2624,11.0166666666667,2.55,99999,-7.315300125287,19,116
332,2624,11.05,2.55,99999,-1.614128872037,19,116
333,2624,11.0833333333333,2.55,99999,4.091991409694,19,116
334,2624,11.1166666666667,2.55,99999,9.40015922412201,19,116
335,2624,11.15,2.55,99999,14.492356965237,19,116
300,2623,9.98333333333333,2.58333333333333,-53.0529557042294,-54.2280103018031,19,116
301,2623,10.0166666666667,2.58333333333333,-50.000415012692,-51.2409122260269,19,116
302,2623,10.05,2.58333333333333,-46.2667163261431,-47.8297777021637,19,116
303,2623,10.0833333333333,2.58333333333333,-42.6359610242268,-44.4090012296426,19,116
304,2623,10.1166666666667,2.58333333333333,-39.2480388218436,-41.0358089287845,19,116
305,2623,10.15,2.58333333333333,-35.9719740170616,-37.7986789514456,19,116
306,2623,10.1833333333333,2.58333333333333,-33.2769793220863,-34.9578680952106,19,116
307,2623,10.2166666666667,2.58333333333333,-31.0828540911504,-32.6059440949766,19,116
308,2623,10.25,2.58333333333333,-29.106305192338,-30.5591635110495,19,116
309,2623,10.2833333333333,2.58333333333333,-27.2537860876825,-28.6024453664801,19,116
310,2623,10.3166666666667,2.58333333333333,-25.6671929720754,-26.9086273511144,19,116
311,2623,10.35,2.58333333333333,-24.7533789635453,-25.8824377623172,19,116
312,2623,10.3833333333333,2.58333333333333,-24.4111847281982,-25.4188798380955,19,116
313,2623,10.4166666666667,2.58333333333333,-24.2540054214453,-25.1325493069647,19,116
314,2623,10.45,2.58333333333333,-24.1001595633281,-24.8418495633312,19,116
315,2623,10.4833333333333,2.58333333333333,-24.0315280575489,-24.6270280575519,19,116
316,2623,10.5166666666667,2.58333333333333,-23.8752552650233,-24.3157852650268,19,116
317,2623,10.55,2.58333333333333,-23.1441040472012,-23.4212140472055,19,116
318,2623,10.5833333333333,2.58333333333333,-22.1236900516837,-22.2293000516837,19,116
319,2623,10.6166666666667,2.58333333333333,-21.691613076122,-21.6180630761255,19,116
320,2623,10.65,2.58333333333333,-22.0624116315999,-21.8025616315999,19,116
321,2623,10.6833333333333,2.58333333333333,-22.8926764989292,-22.4398964989292,19,116
322,2623,10.7166666666667,2.58333333333333,-23.3671405728176,-22.7154305728176,19,116
323,2623,10.75,2.58333333333333,99999,-21.6097505001268,19,116
324,2623,10.7833333333333,2.58333333333333,99999,-19.3241937539235,19,116
325,2623,10.8166666666667,2.58333333333333,99999,-16.9134720712215,19,116
326,2623,10.85,2.58333333333333,99999,-14.8733627431102,19,116
327,2623,10.8833333333333,2.58333333333333,99999,-12.990371980597,19,116
328,2623,10.9166666666667,2.58333333333333,99999,-10.954147742721,19,116
329,2623,10.95,2.58333333333333,99999,-8.42434856638299,19,116
330,2623,10.9833333333333,2.58333333333333,99999,-4.885452791026,19,116
331,2623,11.0166666666667,2.58333333333333,99999,-0.280645889639004,19,116
332,2623,11.05,2.58333333333333,99999,4.901256058717,19,116
333,2623,11.0833333333333,2.58333333333333,99999,9.94982770840599,19,116
334,2623,11.1166666666667,2.58333333333333,99999,14.455262809043,19,116
335,2623,11.15,2.58333333333333,99999,18.664318393019,19,116
300,2622,9.98333333333333,2.61666666666666,-49.4053098349726,-50.9912225999751,19,116
301,2622,10.0166666666667,2.61666666666666,-46.5931225421291,-48.3782014223026,19,116
302,2622,10.05,2.61666666666666,-43.2716763256132,-45.3316367148135,19,116
303,2622,10.0833333333333,2.61666666666666,-39.9987671950869,-42.2008626760376,19,116
304,2622,10.1166666666667,2.61666666666666,-36.9393079776643,-38.996144542593,19,116
305,2622,10.15,2.61666666666666,-33.9027650914619,-35.8041717609171,19,116
306,2622,10.1833333333333,2.61666666666666,-31.2490239077803,-32.9160315254965,19,116
307,2622,10.2166666666667,2.61666666666666,-28.9644457516147,-30.4531811731869,19,116
308,2622,10.25,2.61666666666666,-26.8056282245604,-28.2093996995053,19,116
309,2622,10.2833333333333,2.61666666666666,-24.6361748467511,-25.9383661957656,19,116
310,2622,10.3166666666667,2.61666666666666,-22.6471635160322,-23.8386899188782,19,116
311,2622,10.35,2.61666666666666,-21.3013764923918,-22.3704724241848,19,116
312,2622,10.3833333333333,2.61666666666666,-20.4885989680414,-21.4217085176065,19,116
313,2622,10.4166666666667,2.61666666666666,-19.743511612795,-20.5389048255694,19,116
314,2622,10.45,2.61666666666666,-18.9007889623449,-19.5550503554247,19,116
315,2622,10.4833333333333,2.61666666666666,-18.1780697234851,-18.6782797234889,19,116
316,2622,10.5166666666667,2.61666666666666,-17.486448722961,-17.8235087229652,19,116
317,2622,10.55,2.61666666666666,-16.3022668899756,-16.4677968899807,19,116
318,2622,10.5833333333333,2.61666666666666,-14.8035724885058,-14.7895924885058,19,116
319,2622,10.6166666666667,2.61666666666666,-13.7600122105213,-13.5590022105257,19,116
320,2622,10.65,2.61666666666666,-13.2594106506855,-12.8643606506855,19,116
321,2622,10.6833333333333,2.61666666666666,-12.8974637642491,-12.3019237642491,19,116
322,2622,10.7166666666667,2.61666666666666,-12.1786064509366,-11.3767664509366,19,116
323,2622,10.75,2.61666666666666,99999,-9.7339612332424,19,116
324,2622,10.7833333333333,2.61666666666666,99999,-7.85728141674291,19,116
325,2622,10.8166666666667,2.61666666666666,99999,-6.3543281902713,19,116
326,2622,10.85,2.61666666666666,99999,-5.13915481721939,19,116
327,2622,10.8833333333333,2.61666666666666,99999,-3.75499275979601,19,116
328,2622,10.9166666666667,2.61666666666666,99999,-2.055938629563,19,116
329,2622,10.95,2.61666666666666,99999,-0.0542864501750131,19,116
330,2622,10.9833333333333,2.61666666666666,99999,2.674628560098,19,116
331,2622,11.0166666666667,2.61666666666666,99999,6.36984245453598,19,116
332,2622,11.05,2.61666666666666,99999,10.665940767423,19,116
333,2622,11.0833333333333,2.61666666666666,99999,14.803950712601,19,116
334,2622,11.1166666666667,2.61666666666666,99999,18.353342999137,19,116
335,2622,11.15,2.61666666666666,99999,21.601688695525,19,116
300,2621,9.98333333333333,2.64999999999999,-45.2042798213501,-47.4952676692402,19,116
301,2621,10.0166666666667,2.64999999999999,-42.7840191523935,-45.0975593304914,19,116
302,2621,10.05,2.64999999999999,-40.165865489808,-42.3303207590131,19,116
303,2621,10.0833333333333,2.64999999999999,-37.3831788988457,-39.4308028762916,19,116
304,2621,10.1166666666667,2.64999999999999,-34.3855529773675,-36.3506877804181,19,116
305,2621,10.15,2.64999999999999,-31.3351570147255,-33.1846872049375,19,116
306,2621,10.1833333333333,2.64999999999999,-28.6481090507694,-30.2560904700869,19,116
307,2621,10.2166666666667,2.64999999999999,-26.2772436257792,-27.6997564962822,19,116
308,2621,10.25,2.64999999999999,-23.9226886791681,-25.2741063948147,19,116
309,2621,10.2833333333333,2.64999999999999,-21.444622642537,-22.6989138833994,19,116
310,2621,10.3166666666667,2.64999999999999,-19.0530418767687,-20.1960854397028,19,116
311,2621,10.35,2.64999999999999,-17.2651987558221,-18.2765452474098,19,116
312,2621,10.3833333333333,2.64999999999999,-15.9623235830202,-16.8184326865231,19,116
313,2621,10.4166666666667,2.64999999999999,-14.6547071256719,-15.3603406305186,19,116
314,2621,10.45,2.64999999999999,-13.173196051454,-13.7373504870617,19,116
315,2621,10.4833333333333,2.64999999999999,-11.8351881772678,-12.2419979814651,19,116
316,2621,10.5166666666667,2.64999999999999,-10.6131599565063,-10.8483499565112,19,116
317,2621,10.55,2.64999999999999,-8.8803694439364,-8.93619944394219,19,116
318,2621,10.5833333333333,2.64999999999999,-6.7450260298522,-6.6136160298522,19,116
319,2621,10.6166666666667,2.64999999999999,-4.9358965316837,-4.60982653168921,19,116
320,2621,10.65,2.64999999999999,-3.48078260853339,-2.95320260853339,19,116
321,2621,10.6833333333333,2.64999999999999,-2.0094341056238,-1.2740741056238,19,116
322,2621,10.7166666666667,2.64999999999999,-0.266061598907797,0.682708401092199,19,116
323,2621,10.75,2.64999999999999,99999,2.84435052982521,19,116
324,2621,10.7833333333333,2.64999999999999,99999,4.447657768279,19,116
325,2621,10.8166666666667,2.64999999999999,99999,5.12111715927,19,116
326,2621,10.85,2.64999999999999,99999,5.433065322967,19,116
327,2621,10.8833333333333,2.64999999999999,99999,6.14436762968,19,116
328,2621,10.9166666666667,2.64999999999999,99999,7.319623456816,19,116
329,2621,10.95,2.64999999999999,99999,8.63094058730901,19,116
330,2621,10.9833333333333,2.64999999999999,99999,10.414209312442,19,116
331,2621,11.0166666666667,2.64999999999999,99999,13.084940226621,19,116
332,2621,11.05,2.64999999999999,99999,16.395560530244,19,116
333,2621,11.0833333333333,2.64999999999999,99999,19.544248244797,19,116
334,2621,11.1166666666667,2.64999999999999,99999,22.068719350135,19,116
335,2621,11.15,2.64999999999999,99999,24.302002637841,19,116
300,2620,9.98333333333333,2.68333333333334,-42.3832819587659,-44.61514417786,19,116
301,2620,10.0166666666667,2.68333333333334,-40.0985990414428,-42.199963456198,19,116
302,2620,10.05,2.68333333333334,-37.4554157788144,-39.4764874419712,19,116
303,2620,10.0833333333333,2.68333333333334,-34.6753707801596,-36.6374638944259,19,116
304,2620,10.1166666666667,2.68333333333334,-31.6487534535228,-33.5698763743444,19,116
305,2620,10.15,2.68333333333334,-28.5306584092068,-30.3493175558624,19,116
306,2620,10.1833333333333,2.68333333333334,-25.7739815149231,-27.3294790211073,19,116
